"symbol","name","summary","currency","sector","industry_group","industry","exchange","market","country","state","city","zipcode","website","market_cap","is_active"
"BAGFILMS.NS","B.A.G Films and Media Limited","B.A.G. Films and Media Limited, together with its subsidiaries, engages in the content production, distribution, and allied activities in India. It operates through Audio -Visual Production, Leasing, FM Radio, and Television Broadcasting segments. The company operates News24, a national Hindi free to air news channel; and E24, a Bollywood entertainment channel. It also operates FM radio stations under the Dhamaal24 name in Hissar, Karnal, Patiala, Ranchi, Muzaffarpur, Dhule, Jalgaon, Ahmednagar, Shimla, and Jabalpur cities. In addition, the company provides infrastructural support for content production. B.A.G. Films and Media Limited was incorporated in 1993 and is based in Noida, India.","INR","Communication Services","Broadcasting","Broadcasting","NSE","NSE India","India",NULL,"Noida","201301","https://bagnetwork24.in","1939596416.0","1"
"BAIDFIN.NS","Baid Finserv Limited","Baid Finserv Limited operates as a non-banking finance company in India. The company provides car loans, commercial vehicle loans, small and medium enterprise loans, loan against property, and other asset backed loans. It also offers life, dwelling, and motor insurance products. The company was formerly known as Baid Leasing and Finance Co. Ltd. and changed its name to Baid Finserv Limited in July 2022. Baid Finserv Limited was incorporated in 1991 and is based in Jaipur, India.","INR","Financial Services","Credit Services","Credit Services","NSE","NSE India","India",NULL,"Jaipur","302006","https://www.baidfinserv.com","2634985984.0","1"
"BAJAJ-AUTO.NS","Bajaj Auto Limited","Bajaj Auto Limited develops, manufactures, and distributes automobiles in India. It operates through Automotive, Investments, and Others segments. The company offers motorcycles, commercial vehicles, electric two-wheelers, and three-wheeler, as well as related parts. It also exports its products. The company was founded in 1945 and is based in Pune, India.","INR","Consumer Cyclical","Auto Manufacturers","Auto Manufacturers","NSE","NSE India","India",NULL,"Pune","411035","https://www.bajajauto.com","2553422282752.0","1"
"BAJAJCON.NS","Bajaj Consumer Care Limited","Bajaj Consumer Care Limited manufactures and sells cosmetics, toiletries, and other personal care products in India and internationally. The company offers hair care products, including hair oil and masque under the Bajaj Almond Drops, Bajaj Coco Onion, Bajaj Sarson Amla, Bajaj 100% Pure, Bajaj Amla Aloe Vera, Bajaj Brahmi Amla Ayurvedic, Bajaj Cool Almond Drops, Bajaj Jasmine, Bajaj Zero Grey, and Natyv Soul brands. It also provides skin care products, such as soaps, creams, and face washes and scrubs, as well as serums under the Bajaj Almond Drops and Bajaj Nomarks brands; and sanitizer under the Bajaj and Bajaj Nomarks brands. The company was formerly known as Bajaj Corp Limited and changed its name to Bajaj Consumer Care Limited in January 2019. Bajaj Consumer Care Limited was founded in 1953 and is based in Mumbai, India.","INR","Consumer Defensive","Household & Personal Products","Household & Personal Products","NSE","NSE India","India",NULL,"Mumbai","400093","https://www.bajajconsumercare.com","33299560448.0","1"
"INDOTECH.NS","Indo Tech Transformers Limited","Indo Tech Transformers Limited engages in the manufacture and distribution of transformers in India and internationally. It offers distribution, power, large power, and skid mounted transformers, as well as various special application and mobile sub-station transformers; generator step up/down, two and three winding, and auto transformers; and sub-stations. The company was founded in 1976 and is headquartered in Kancheepuram, India. Indo Tech Transformers Limited operates as a subsidiary of Prolec GE, S. de R.L. de C.V.","INR","Industrials","Electrical Equipment & Parts","Electrical Equipment & Parts","NSE","NSE India","India",NULL,"Kancheepuram","631561","https://www.indo-tech.com","12825773056.0","1"
"BAJAJELEC.NS","Bajaj Electricals Limited","Bajaj Electricals Limited engages in the consumer durables; and engineering, procurement, and construction businesses in India. It operates through Consumer Products; Engineering & Projects; and Others segments. The company offers various appliances, including toasters, mixer-grinders, food processors, juicer mixer grinders, choppers and hand blenders, snack makers, wet grinders, oven toaster grill, microwave ovens, electric kettles, induction cookers, rice cookers, pressure cookers, gas stoves, non-electric kitchen appliances, irons, storage water heaters, pans and tavas, gas water heaters, instant water heaters, room heaters, air coolers, coffee makers, pop-up toasters, and electric cookers. It also provides various fans comprising ceiling, pedestal, table, wall, personal, and domestic exhaust fans, as well as air circulators. In addition, the company offers lighting products, including LED lamps, battens, panels, and electrical accessories. Further, it is involved in the design, engineering, supply, execution, and commissioning of power distribution and transmission projects, as well as illumination. Additionally, the company generates wind energy. It operates approximately 2,30,000 retail outlets. Bajaj Electricals Limited exports its products to Sri Lanka, Bangladesh, Singapore, Myanmar, Mauritius, Nigeria, Ethiopia, Uganda, Ghana, Tanzania, Madagascar, Kenya, Egypt, the United Arab Emirates, Oman, Bahrain, Iraq, Jordan, and other countries. The company was formerly known as Radio Lamp Works Limited and changed its name to Bajaj Electricals Limited in October 1960. The company was incorporated in 1938 and is headquartered in Mumbai, India.","INR","Consumer Cyclical","Furnishings, Fixtures & Appliances","Furnishings, Fixtures & Appliances","NSE","NSE India","India",NULL,"Mumbai","400022","https://www.bajajelectricals.com","112719282176.0","1"
"BAJAJFINSV.NS","Bajaj Finserv Limited","Bajaj Finserv Ltd., through its subsidiaries, provides financial services in India. The company operates through Life Insurance, General Insurance, Windpower, Retail Financing, and Investments and Others segments. It offers personal, business, home, commercial, and gold loans; two and three wheeler loans; mortgages; education loans; unsecured and secured loans to small and medium-sized enterprises, micro, small and medium enterprises, and professionals; loans against properties; financing for products, such as consumer durable, digital, lifecare, furniture, etc.; and lease rental discounting products. The company also provides investment products, including fixed deposits, demat accounts, systematic deposit plans, and mutual funds; savings products; life, health, motor, car, two-wheeler, marine, home, crop, and pocket insurance products; wealth management and retirement planning services; healthcare needs for the family; and wallets and credit cards. In addition, it offers pocket subscription plans; bill and recharge services; and trading account, margin trading, and HNI and retail broking services. Further, the company owns and operates 138 windmills with total installed capacity of 65.2 megawatts. Bajaj Finserv Ltd. was incorporated in 2007 and is based in Pune, India.","INR","Financial Services","Financial Conglomerates","Financial Conglomerates","NSE","NSE India","India",NULL,"Pune","411014","https://www.bajajfinserv.in","2645041348608.0","1"
"BAJAJHCARE.NS","Bajaj Healthcare Limited","Bajaj HealthCare Limited, a pharmaceutical company, research, develops, manufactures, and supplies amino acids, nutritional supplements, and active pharmaceutical ingredients (APIs) for pharmaceutical, nutraceuticals, and food industries in India and internationally. The company's product portfolio consists of various APIs in the therapeutic categories of anti-diabetic, antibiotic, antiviral, antiplatelet, antifungal, antihelmintic, iron-chelating agent, anticonvulsant, growth stimulant, non-steroidal anti-inflammatory drugs, antihypertensive, anthelmintics, anti-asthmatic, antioxidant, urinary tract infection, anti-histamine, weight reducing, venous disease, antimalarial, vitamin c, disinfectant/ antiseptic, stimulant, lipotropic agents, nootropic, vasoprotective/ antihemorrhagic, cardiovascular agents, food supplements, anti-anemic, amino acids, antiasthmatic / bronchodilator, nutritional supplement, and minerals. It provides formulations in the form of tablets, capsules, and oral powder, as well as intermediates and impurities. Bajaj HealthCare Limited was incorporated in 1993 and is based in Thane, India.","INR","Healthcare","Drug Manufacturers - Specialty & Generic","Drug Manufacturers - Specialty & Generic","NSE","NSE India","India",NULL,"Thane","400604","https://www.bajajhealth.com","8754212864.0","1"
"BAJAJHIND.NS","Bajaj Hindusthan Sugar Limited","Bajaj Hindusthan Sugar Limited, together with its subsidiaries, manufactures and sells sugar and ethanol in India. The company operates through Sugar, Distillery, and Power segments. It offers sugar by-products, such as bagasse, molasses, fly ash, and press mud; and bio-compost/bio-manure. The company also generates and sells bagasse-based power to the Uttar Pradesh state grid. In addition, it produces and sells alcohol/ethanol to alcohol-based chemical plants and oil companies. The company was formerly known as Bajaj Hindusthan Limited and changed its name to Bajaj Hindusthan Sugar Limited in January 2015. The company was incorporated in 1931 and is based in Noida, India.","INR","Consumer Defensive","Confectioners","Confectioners","NSE","NSE India","India",NULL,"Noida","201301","https://www.bajajhindusthan.com","42599952384.0","1"
"BAJAJHLDNG.NS","Bajaj Holdings & Investment Limited","Bajaj Holdings & Investment Limited operates as a non-banking financial institution-investment and credit company in India. It invests in listed and unlisted equities. The company was incorporated in 1945 and is based in Pune, India.","INR","Financial Services","Asset Management","Asset Management","NSE","NSE India","India",NULL,"Pune","411014","https://www.bhil.in","904219262976.0","1"
"BAJFINANCE.NS","Bajaj Finance Limited","Bajaj Finance Limited operates as a deposit-taking non-banking financial company in India. The company offers consumer finance, which includes durable, lifestyle, digital product, EMI card, two and three wheeler, personal loan, loan against fixed deposit, extended warranty, home and gold loans, retail EMI, retailer finance, e-commerce, and co-branded credit card and wallets. It also provides SME finance; and loan against property and shares, lease rental discounting, business and professional loans, working capital loans, and developer and used car finance. In addition, the company offer commercial lending, such as short-term and flexible loan solutions; vendor financing including large value lease rental discounting, loans against securities, financial institution lending, light engineering and corporate finance, and warehouse financing; investment services in fixed deposit and mutual funds; and partnership and services comprising insurance services. Bajaj Finance Limited was formerly known as Bajaj Auto Finance Limited. The company was incorporated in 1987 and is based in Pune, India. Bajaj Finance Limited operates as a subsidiary of Bajaj Finserv Ltd.","INR","Financial Services","Credit Services","Credit Services","NSE","NSE India","India",NULL,"Pune","411014","https://www.bajajfinserv.in/corporate-bajaj-finance","4499247726592.0","1"
"BALAJITELE.NS","Balaji Telefilms Limited",NULL,"INR",NULL,NULL,NULL,"NSE","NSE India","India",NULL,NULL,NULL,NULL,NULL,"1"
"BALAMINES.NS","Balaji Amines Limited",NULL,"INR",NULL,NULL,NULL,"NSE","NSE India","India",NULL,NULL,NULL,NULL,NULL,"1"
"BALAXI.NS","BALAXI PHARMACEUTICALS LIMITED",NULL,"INR",NULL,NULL,NULL,"NSE","NSE India","India",NULL,NULL,NULL,NULL,"5880152064.0","1"
"BALMLAWRIE.NS","Balmer Lawrie & Company Limited","Balmer Lawrie & Co. Ltd. engages in industrial packaging, greases and lubricants, chemicals, logistic services and infrastructure, refinery and oil field, and travel and vacation services businesses in India and internationally. The company offers industrial packaging products, including plain steel, lacquer lined, composite, galvanized, conical, internally painted, and necked in, and tall drums for packaging lubricants; industrial and automotive lubricants, such as gear, engine, turbine, transmission, transformer, spindle, rolling, quenching, mould, marine engine, hydraulic, compressor, and cylinder oil; and thread compounds, rust preventives, metal working fluids, greases, and other specialties. It also provides chemicals comprising finishing chemicals, fatliquors, beam house, and syntans and fillers; and refinery and oil field services, which include tank bottom oily sludge processing and lagoon oily sludge processing. In addition, the company offers end-to-end domestic and international travel services, such as ticketing, tourism, and MICE related services; and freight forwarding, project logistics, and third party logistics services. Further, the company offers logistics infrastructure services comprising transportation of containers to/from ports; full container load delivery; de-stuffing, storage, and delivery; handling and monitoring containers; consolidation and de-consolidation of less container load; handling and storing of break bulk cargo; handling of cargo; covered warehousing facility for storage of EXIM cargo; general and bonded warehousing; and tracking of containers. In addition, it provides logistics services and logicold cold chain services. The company was founded in 1867 and is based in Kolkata, India. Balmer Lawrie & Co. Ltd. is a subsidiary of Balmer Lawrie Investments Limited.","INR","Industrials","Conglomerates","Conglomerates","NSE","NSE India","India",NULL,"Kolkata","700001","https://www.balmerlawrie.com","41930178560.0","1"
"BALPHARMA.NS","Bal Pharma Limited","Bal Pharma Limited manufactures and markets pharmaceutical formulations and active pharmaceutical ingredients (APIs) in India, Uzbekistan, Guatemala, and Malta. The company offers prescription drugs, generics, OTC products, intravenous infusion products, and bulk actives. It provides anti-infectives, pain management, respiratory care, and women's health products under the Aziwin, Ebay, Balvibe, MNF, Ocium, and Monogesic Plus Gel brands; diabetic care products under the Diabend and Diabend M Group brands; herbal/ayurvedic preparations targeting conditions, such as prostate enlargement, renal calculi, male infertility, women health, etc. under the Stonex, Ashwamed, Prostowin, Suswas, Menoleap, and Ayursulin brands; anti-hypertensive, anti-lipidemic, and anti-obese products; skin care and bone health products; and cardiac care products under the Secremet and Servace brands. In addition, the company offers a range of APIs for therapeutic areas, such as anti-histamine, platelet inhibitor, anti-diabetic, anti-convulsant, urinary incontinence, neuropathic pain, anti-allergy, anti-inflammatory, diuretic, acne treatment, etc.; and various formulations. Further, it engages in the treatment of gastrointestinal disorders; and piles, fistula, and constipation. The company also exports its products. Bal Pharma Limited was incorporated in 1987 and is based in Bengaluru, India.","INR","Healthcare","Drug Manufacturers - Specialty & Generic","Drug Manufacturers - Specialty & Generic","NSE","NSE India","India",NULL,"Bengaluru","560052","https://www.balpharma.com","1625055488.0","1"
"BALRAMCHIN.NS","Balrampur Chini Mills Limited","Balrampur Chini Mills Limited, an integrated sugar manufacturing company, manufactures and sells sugar in India. It operates through Sugar, Distillery, and others segments. The company also offers molasses, industrial alcohol, ethanol, and bagasse; and agricultural fertilizers, such as soil conditioner, granulated potash, etc. In addition, it is involved in the generation and sale of electricity. The company was incorporated in 1975 and is headquartered in Kolkata, India.","INR","Consumer Defensive","Confectioners","Confectioners","NSE","NSE India","India",NULL,"Kolkata","700020","https://www.chini.com","77330382848.0","1"
"BANARBEADS.NS","Banaras Beads Limited","Banaras Beads Limited manufactures and exports glass beads, necklaces, imitation jewelries, and other related products in India, the United States, South Africa, the United Kingdom, Ireland, Germany, Europe, the Middle East, and Africa. The company also offers beads made from clay, brass, aluminum, copper, resin, ceramics, horn, bone, semiprecious stones, agate, lac, hand painted beads, spray painted beads, etc.; and trades in leather and cotton wax cords, and miscellaneous handicraft products. It serves wholesalers and retailers, companies dealing in craft business, craft stores/large retail chain stores, and online business companies. The company was founded in 1940 and is headquartered in Varanasi, India.","INR","Consumer Cyclical","Footwear & Accessories","Footwear & Accessories","NSE","NSE India","India",NULL,"Varanasi","221106","https://www.banarasbead.com","645372416.0","1"
"BANARISUG.NS","Bannari Amman Sugars Limited","Bannari Amman Sugars Limited engages in the manufacture and sale of sugar in India. The company operates through Sugar, Power, Alcohol, and Granite Products segments. It manufactures and sells cane crush; industrial alcohol and extra neutral spirits; granite blocks, and polished granite products; and bio-products. In addition, the company generates power through co-generation power plants. Further, it is involved in the provision of education services. The company exports its products. Bannari Amman Sugars Limited was incorporated in 1983 and is based in Coimbatore, India.","INR","Consumer Defensive","Confectioners","Confectioners","NSE","NSE India","India",NULL,"Coimbatore","641018","https://www.bannari.com","32995002368.0","1"
"BANCOINDIA.NS","Banco Products (I) Limited","Banco Products (India) Limited, together with its subsidiaries, engages in the manufacture and sale of automobile components for OEM and aftermarket segments in India and internationally. The company offers engine cooling modules, such as radiators, charged air coolers, fuel coolers, oil coolers, AC condensers, deaeration plastic tanks, metal layered gaskets, and elastomeric moulded gaskets for static sealing applications; and engine sealing systems, such as gaskets. Its products are used in passenger cars; light, medium, and heavy commercial vehicle; agricultural tractors; high performance bikes; harvesters; construction machineries; material handling equipment; mining machinery; power generation equipment; traction rail locomotives; and air compressors. It also exports its products. The company was incorporated in 1961 and is based in Vadodara, India.","INR","Consumer Cyclical","Auto Parts","Auto Parts","NSE","NSE India","India",NULL,"Vadodara","391410","https://www.bancoindia.com","45033840640.0","1"
"BANDHANBNK.NS","Bandhan Bank Limited","Bandhan Bank Limited provides commercial banking services in India. It operates through Treasury, Retail Banking, Corporate/Wholesale Banking, and Other Banking Business segments. The company accepts fixed and recurring deposits; and offers savings, and current accounts. In addition, it provides home, gold, personal, two-wheeler, and car loans; loans against property and term deposits; and loans for small, medium, and large businesses. Further, the company invests in sovereign securities; offers liability products, card services, internet and mobile banking, ATM, trading, and NRI services; and distributes third party products. Additionally, it provides mutual fund, money transfer, bill payment and recharge, debit and credit card, safe deposit locker, remittance, transaction banking, trade finance, and cash management services, as well as health, life, home, travel, property, and car insurance products. Bandhan Bank Limited was incorporated in 2014 and is headquartered in Kolkata, India.","INR","Financial Services","Banks - Regional","Banks - Regional","NSE","NSE India","India",NULL,"Kolkata","700091","https://www.bandhanbank.com","318891491328.0","1"
"BANKBARODA.NS","Bank of Baroda","Bank of Baroda Limited provides various banking products and services to individuals, government departments, and corporate customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. It offers savings and current accounts; term, fixed and recurring deposits; and NRI deposit products. The company also provides loans, such as home, education, vehicle, gold, mudra, personal, and mortgage loans, as well as loans against securities and public issues/IPO; professional, composite, bridge, FCNR, and short and medium-term corporate loans, as well as loans for micro, small, and medium enterprises; working capital finance, term finance, commercial vehicle finance, export finance, advances against shares, bill finance, lines of credit, loans against rent receivables, project finance, infrastructure finance, supply chain finance, loans for the takeover of accounts, foreign currency credit, and non-fund based services; and debit, prepaid, and credit cards. In addition, it offers loans and advances, and pensions and government schemes to customers; life insurance, general insurance, and health insurance products, as well as mutual funds; appraisal merchant banking, cash management, remittance, collection, e-stamping, ECS, hedging, FX retail, correspondent banking, treasury, investment, lockers, and capital market services; and ATM, mobile banking, internet banking, cash recycler, and e-lobby services. Bank of Baroda Limited was incorporated in 1908 and is headquartered in Vadodara, India.","INR","Financial Services","Banks - Regional","Banks - Regional","NSE","NSE India","India",NULL,"Vadodara","390007","https://www.bankofbaroda.in","1393961992192.0","1"
"BANKINDIA.NS","Bank of India","Bank of India Limited provides various banking products and services. It operates through Treasury Operations, Wholesale Banking, and Retail Banking segments. The company accepts various deposit products, such as savings, salary, current, term, and tax saving deposits. It also offers home, education, vehicle, personal, pensioner, and top-up loans, as well as loan for Pradhan Mantri Awas Yojana and against property; housing loans to NRIs/PIOs; overdraft against securities; loans against FCNR deposits; and loans for corporate and MSME customers. In addition, the company provides cash management services; trade finance; online share trading services; insurance products and services; mutual fund products; portfolio management services; credit, debit, and prepaid cards; and remittance, online banking and payment, online income tax return, and ATM and other kiosk services, as well as cards, loans, and services to rural customers. The company was incorporated in 1906 and is headquartered in Mumbai, India.","INR","Financial Services","Banks - Regional","Banks - Regional","NSE","NSE India","India",NULL,"Mumbai","400051","https://www.bankofindia.co.in","671799902208.0","1"
"BANSWRAS.NS","Banswara Syntex Limited","Banswara Syntex Limited engages in the manufacturing, marketing, and sale of textile products in India. The company offers spun synthetic blended, wool, and wool mix yarns; and spun synthetic and worsted, and cotton and linen fabrics, as well as readymade garments, such as trousers, jackets, and waistcoats. It also provides shirting and technical, jacquard, poly/viscose, and knitted fabrics; polyester, viscose, acrylic, wool, lycra, linen, and high twists yarns; yarn and piece dyeing solutions; and fabrics for men's and women's wear, and home textile furnishing fabrics in various blends. In addition, the company offers performance finish fabric; technical fabrics used for high altitude weather and sports wear; and automotive fabrics for trimming interiors of automobile seats and doors. Further, it provides fire retardant fabrics that can be used as curtains, upholstery, drapes, wall paneling, cushion covers, sheets, and as lining for tents, as well as for use in furnishing auditoriums, multiplexes, cinema halls, hotels, railway coaches, airlines, ships and cruise, and buses and coaches. It also exports its products to 50 countries including the United States, the United Kingdom, Canada, Spain, Germany, Japan, France, the United States Emirates, and Turkey. The company was incorporated in 1976 and is headquartered in Mumbai, India.","INR","Consumer Cyclical","Textile Manufacturing","Textile Manufacturing","NSE","NSE India","India",NULL,"Mumbai","400002","https://www.banswarasyntex.com","5188101632.0","1"
"BARBEQUE.NS","Barbeque Nation Hospitality Limited","Barbeque-Nation Hospitality Limited owns and operates a chain of casual dining restaurants under the Barbeque-Nation brand name in India, the United Arab Emirates, Malaysia, and Oman. The company's over the table barbeque concept restaurants offer vegetarian and non-vegetarian appetizers; main courses buffet; and desserts. It also owns and operates Italian restaurants under the Toscano brand name; and offers buffet packed in a box to cater to the delivery segment under the brand Barbeque in a Box. Barbeque Nation Hospitality Ltd. was formerly known as Barbeque-Nation Hospitality Private Limited and changed its name to Barbeque-Nation Hospitality Limited in March 2008. The company was incorporated in 2006 and is based in Bengaluru, India.","INR","Consumer Cyclical","Restaurants","Restaurants","NSE","NSE India","India",NULL,"Bengaluru","560035","https://www.barbequenation.com","21424472064.0","1"
"BASF.NS","BASF India Limited","BASF India Limited provides chemicals, materials, industrial solutions, surface technologies, nutrition and care, and agricultural solutions in India. Its Agricultural Solution segment offers crop protection products, such as insecticides, herbicides, fungicides, and plant growth regulators, as well as seed treatment solutions . The company's Chemicals segment provides petrochemicals, including oxo-alcohols, acrylic acid, acrylic monomers, superabsorbents, and specialty plasticizers; and intermediate chemicals for pharmaceuticals, agrochemicals, coatings, food and feed, flavor and fragrance, surfactants, rubber chemicals, textiles, personal care, adhesives, dyes, etc. Its Materials segment offers performance materials, such as polyurethane, and engineering and specialty plastics; and monomers comprising basic raw materials for polyurethanes, inorganics, and polyamides, as well as its precursors. The company's Industrial Solutions segment provides dispersions, resins, additives, and performance chemicals for paints and coatings, construction, paper, adhesives, automobile, printing, and packaging industries. Its Surface Technologies segment offers catalysts and coatings. The company's Nutrition & Care segment provides solutions to customers in personal care, home care and institutional cleaning, and industrial formulation segments; and products for human nutrition, animal nutrition, pharma solutions, and aroma ingredients. It also exports its products. The company was incorporated in 1943 and is based in Navi Mumbai, India. BASF India Limited is a subsidiary of BASF SE.","INR","Basic Materials","Specialty Chemicals","Specialty Chemicals","NSE","NSE India","India",NULL,"Navi Mumbai","400705","https://www.basf.com/in","154707066880.0","1"
"LATTEYS.NS","Latteys Industries Limited","Latteys Industries Limited manufactures and sells pumps for domestic, agriculture, industrial, and horticultural sectors in India. The company offers submersible, self-priming, centrifugal mono block pumps, shallow well pumps, and horizontal open well submersible, as well as electric/induction motors, and regenerative and solar pumps. It also provides support services. Latteys Industries Limited was founded in 2004 and is based in Ahmedabad, India.","INR","Industrials","Specialty Industrial Machinery","Specialty Industrial Machinery","NSE","NSE India","India",NULL,"Ahmedabad","382330","https://www.latteysindustries.com","894059712.0","1"
"BATAINDIA.NS","Bata India Limited","Bata India Limited manufactures and trades in footwear and accessories through its retail and wholesale network in India and internationally. The company offers footwear for women, men, and kids; apparels; and accessories, such as belts, scarves, socks, handkerchiefs, wallets and clutches, handbags, masks, and shoe and foot care products. It sells its products primarily under the Bata, Bata Red Label, Marie Claire, Hush Puppies, Naturalizer, Bata Comfit, North Star, Power, Floatz by Bata, Disney, Bubblegummers, Footin, Scholl, CAT, Weinbrenner, Bata 3D, and Bzees brands. The company operates through retail stores, including franchisee stores. It is also engaged in trading of apparel and footwear, and property letting activities. The company was formerly known as Bata Shoe Company Private Limited and changed its name to Bata India Limited in 1973. The company was incorporated in 1931 and is based in Gurugram, India. Bata India Limited is a subsidiary of Bata (BN) B.V.","INR","Consumer Cyclical","Footwear & Accessories","Footwear & Accessories","NSE","NSE India","India",NULL,"Gurugram","122002","https://www.bata.in","176327573504.0","1"
"BBL.NS","Bharat Bijlee Limited","Bharat Bijlee Limited operates as an electrical engineering company in India and internationally. It operates in two segments: Power Systems and Industrial Systems. The company offers transformers, such as sub-station, generator, unit auxiliary, and single-phase traction transformers; three phase squirrel cage induction motors; HV and MV motors for industrial sectors, such as power generation, mining, chemical, cement, iron and steel, paper and pulp, water, wastewater treatment, etc.; and SynchroVERT, a range of IE4 motors. It undertakes design, engineering supply, installation, testing, and commissioning of turnkey electrical projects for customers in the cement, power plant, steel, paper, textiles and fibers, public undertakings, and automobile sectors. Bharat Bijlee Limited was incorporated in 1946 and is headquartered in Mumbai, India.","INR","Industrials","Electrical Equipment & Parts","Electrical Equipment & Parts","NSE","NSE India","India",NULL,"Mumbai","400025","https://www.bharatbijlee.com","36847779840.0","1"
"BBOX.NS","Black Box Limited","Black Box Limited provides information and communications technology solutions in India, the United States, and internationally. It operates through System Integration, Technology Product Solution, and Others segments. The company offers cybersecurity, enterprise networking, connected building, audio visual integrations, 5G and private LTE, data center, structured cabling and infra integrations, multisite, and managed UCaaS solutions. It also provides refurbish and repair, project management, and consulting and design services, as well as carrier, support, field, and managed services. In addition, the company offers audio video, cables, infrastructure, IoT, KVM, and networking products. It serves financial and business service; healthcare; hospitality; government; retail; IT/ITES; and manufacturing industries, as well as banking, financial service, and insurance industry. The company was formerly known as AGC Networks Limited and changed its name to Black Box Limited in November 2021. Black Box Limited was incorporated in 1986 and is based in Navi Mumbai, India.","INR","Technology","Software - Application","Software - Application","NSE","NSE India","India",NULL,"Navi Mumbai","400708","https://blackbox.com","44960784384.0","1"
"BBTC.NS","Bombay Burmah Trading Corporation Limited","The Bombay Burmah Trading Corporation, Limited, together with its subsidiaries, engages in the tea and coffee plantations, auto electric components, healthcare, and real estate businesses in India and internationally. The company produces and trades in tea, coffee, timber, cardamom, and pepper; and manufactures and trades in dental products. It also manufactures solenoids, switches, valves, and slip rings for automobile and other industries; and invests in various listed and unlisted securities primarily on a long-term basis. In addition, the company manufactures and trades in analytical, precision balances, and weighing scales; and engages in the property development activities. Further, it deals with decorative plants and landscaping services; and offers bakery and dairy products. The company was incorporated in 1863 and is based in Mumbai, India.","INR","Consumer Defensive","Packaged Foods","Packaged Foods","NSE","NSE India","India",NULL,"Mumbai","400001","https://www.bbtcl.com","115515269120.0","1"
"BBTCL.NS","B&B Triplewall Containers Limited","B&B Triplewall Containers Limited engages in the manufacture and sale of corrugated boards and boxes in India. The company offers T- and I-folder products, bins, slotted containers, A1 self-locking boxes, fitments, self-locking boxes, variable depth boxes, and large shipper cartons, as well as all ply, 3 ply, 5 ply, and 7 ply boards. Its products are used for packaging in various industries, such as logistics, agriculture, pharmaceutical, chemicals, automotive, electronics, glassware, personal care, garment and textiles, retail, food and beverage, FMCG, fruits and vegetables, e-commerce, and relocation. The company was founded in 1992 and is based in Krishnagiri, India.","INR","Consumer Cyclical","Packaging & Containers","Packaging & Containers","NSE","NSE India","India",NULL,"Krishnagiri","635117","https://www.boxandboard.in","5581713408.0","1"
